NSE/ALKALI,Alkali Metals Limited,0.9590323077426647
NSE/ALKYLAMINE,Alkyl Amines Chemicals Limited,0.9574155798088991
NSE/ALLCARGO,Allcargo Logistics Limited,0.9483941518324659
NSE/ALLSEC,Allsec Technologies Limited,0.9482975695885058
NSE/ALMONDZ,Almondz Global Securities Limited,0.9562397142198933
NSE/ALOKTEXT,Alok Industries Limited,0.9485156318180212
NSE/ALPA,Alpa Laboratories Limited,0.9475076505700847
NSE/ALPHAGEO,Alphageo (India) Limited,0.9563709173715204
NSE/AMARAJABAT,Amara Raja Batteries Limited,0.9509306558073132
NSE/AMBIKCO,Ambika Cotton Mills Limited,0.954824566376911
NSE/AMBUJACEM,Ambuja Cements Limited,0.9568667032772529
NSE/AMDIND,AMD Industries Limited,0.9557030602457943
NSE/AMRUTANJAN,Amrutanjan Health Care Limited,0.9544916578002868
NSE/AMTEKAUTO,Amtek Auto Limited,0.9607373266538008
NSE/ANANTRAJ,Anant Raj Limited,0.9575303870795232
NSE/ANDHRABANK,Andhra Bank,0.9564962801571982
NSE/ANDHRSUGAR,The Andhra Sugars Limited,0.9509669574840619
NSE/ANGIND,ANG Industries Limited,0.9625044651846654
NSE/ANIKINDS,Anik Industries Limited,0.9581648376968612
NSE/ANSALAPI,Ansal Properties & Infrastructure Limited,0.947853074275246
NSE/ANSALHSG,Ansal Housing and Construction Limited,0.9508698872806011
NSE/APARINDS,Apar Industries Limited,0.9592029539779506
NSE/APCOTEXIND,Apcotex Industries Limited,0.9532579623319264
NSE/APLLTD,Alembic Pharmaceuticals Limited,0.9523068380918367
NSE/APOLLOHOSP,Apollo Hospitals Enterprise Limited,0.945915369254086
NSE/APOLLOTYRE,Apollo Tyres Limited,0.9461065976418517
NSE/APTECHT,Aptech Limited,0.9578007106403373
NSE/ARCHIES,Archies Limited,0.9584258372113346
NSE/ARIES,Aries Agro Limited,0.95508251019473
NSE/ARIHANT,Arihant Foundations & Housing Limited,0.9547331306420064
NSE/AROGRANITE,Aro Granite Industries Limited,0.9535750072974224
NSE/ARROWTEX,Arrow Textiles Limited,0.9561088966795112
NSE/ARSHIYA,Arshiya Limited,0.9518770547050983
NSE/ARSSINFRA,ARSS Infrastructure Projects Limited,0.9478447132340297
NSE/ARVIND,Arvind Limited,0.9500384567333667
NSE/ASAHIINDIA,Asahi India Glass Limited,0.9486352214540681
NSE/ASAHISONG,Asahi Songwon Colors Limited,0.9511190136298596
NSE/ASAL,Automotive Stampings and Assemblies Limited,0.9577210493340244
NSE/ASHAPURMIN,Ashapura Minechem Limited,0.9549839759557247
NSE/ASHIANA,Ashiana Housing Limited,0.9514035189645462
NSE/ASHIMASYN,Ashima Limited,0.9550631206053276
NSE/ASHOKA,Ashoka Buildcon Limited,0.9555711906924967
NSE/ASHOKLEY,Ashok Leyland Limited,0.9597035152156161
NSE/ASIANHOTNR,Asian Hotels (North) Limited,0.9640390800243934
NSE/ASIANPAINT,Asian Paints Limited,0.9555892573314398
NSE/ASIANTILES,Asian Granito India Limited,0.9541768922632184
NSE/ASSAMCO,Assam Company India Limited,0.9456221592406593
NSE/ASTEC,Astec LifeSciences Limited,0.9645204927724198
NSE/ASTRAL,Astral Poly Technik Limited,0.9583512050222825
NSE/ASTRAMICRO,Astra Microwave Products Limited,0.9579531990437117
NSE/ASTRAZEN,AstraZeneca Pharma India Limited,0.955760439604718
NSE/ATFL,Agro Tech Foods Limited,0.9541380425482868
NSE/ATLANTA,Atlanta Limited,0.9505336977427817
NSE/ATLASCYCLE,Atlas Cycles (Haryana) Limited,0.9425188595876144
NSE/ATUL,Atul Limited,0.9579713048396824
NSE/AURIONPRO,Aurionpro Solutions Limited,0.9578805569190949
NSE/AUROPHARMA,Aurobindo Pharma Limited,0.9567648079122905
NSE/AUSOMENT,Ausom Enterprise Limited,0.9507172768010872
NSE/AUTOAXLES,Automotive Axles Limited,0.9573905700836691
NSE/AUTOIND,Autoline Industries Limited,0.9506307960652112
NSE/AUTOLITIND,Autolite (India) Limited,0.9496691149860806
NSE/AVTNPL,AVT Natural Products Limited,0.9562260528054062
NSE/AXISBANK,Axis Bank Limited,0.9463752626007267
NSE/BAGFILMS,B.A.G Films and Media Limited,0.9474516462656207
NSE/BAJAJ_AUTO,Bajaj Auto Limited,0.9562630092183225
NSE/BAJAJCORP,Bajaj Corp Limited,0.9551602557651122
NSE/BAJAJELEC,Bajaj Electricals Limited,0.9525965786733921
NSE/BAJAJFINSV,Bajaj Finserv Limited,0.954128303675867
NSE/BAJAJHIND,Bajaj Hindusthan Sugar Limited,0.957451738857028
NSE/BAJAJHLDNG,Bajaj Holdings & Investment Limited,0.9501525003912008
NSE/BAJFINANCE,Bajaj Finance Limited,0.9489962869086108
NSE/BALAJITELE,Balaji Telefilms Limited,0.9551204879343297
NSE/BALAMINES,Balaji Amines Limited,0.9484974074112216
NSE/BALKRISIND,Balkrishna Industries Limited,0.9532799635864959
NSE/BALLARPUR,Ballarpur Industries Limited,0.9496114873813073
NSE/BALMLAWRIE,Balmer Lawrie & Company Limited,0.9501650571229439
NSE/BALPHARMA,Bal Pharma Limited,0.952538030797028
NSE/BALRAMCHIN,Balrampur Chini Mills Limited,0.9519075478963438
NSE/BANARISUG,Bannari Amman Sugars Limited,0.9591034322447588
NSE/BANCOINDIA,Banco Products (I) Limited,0.9576227016587562
NSE/BANG,Bang Overseas Limited,0.9546486532625954
NSE/BANKBARODA,Bank of Baroda,0.9532548582888836
NSE/BANKINDIA,Bank of India,0.9575393448339921
NSE/BANSWRAS,Banswara Syntex Limited,0.9579566232088169
NSE/BARTRONICS,Bartronics India Limited,0.9533598623346592
NSE/BASF,BASF India Limited,0.9438608078387773
NSE/BASML,Bannari Amman Spinning Mills Limited,0.9532827143941937
NSE/BATAINDIA,Bata India Limited,0.9544598452752885
NSE/BAYERCROP,Bayer Cropscience Limited,0.9507048822942147
NSE/BBL,Bharat Bijlee Limited,0.9530135250647218
NSE/BBTC,Bombay Burmah Trading Corporation Limited,0.9562970078845935
NSE/BEARDSELL,Beardsell Limited,0.9559513579569966
NSE/BEDMUTHA,Bedmutha Industries Limited,0.9537416883703396
NSE/BEL,Bharat Electronics Limited,0.9589716245635698
NSE/BEML,BEML Limited,0.9579520465895481
NSE/BEPL,Bhansali Engineering Polymers Limited,0.9568738759164042
NSE/BERGEPAINT,Berger Paints (I) Limited,0.9570529848082839
NSE/BFINVEST,BF Investment Limited,0.955836380111928
NSE/BFUTILITIE,BF Utilities Limited,0.9487417788142921
NSE/BGLOBAL,Bharatiya Global Infomedia Limited,0.9528753863987169
NSE/BGRENERGY,BGR Energy Systems Limited,0.9604217136801506
NSE/BHARATFORG,Bharat Forge Limited,0.9442677337191583
NSE/BHARATGEAR,Bharat Gears Limited,0.957863475309764
NSE/BHARATRAS,Bharat Rasayan Limited,0.9528322225394485
NSE/BHARTIARTL,Bharti Airtel Limited,0.9470586508393315
NSE/BHEL,Bharat Heavy Electricals Limited,0.9576898272173476
NSE/BHUSANSTL,Bhushan Steel Limited,0.9507104143161698
NSE/BIL,Bhartiya International Limited,0.9497866369140332
NSE/BINANIIND,Binani Industries Limited,0.9599633040227019
NSE/BINDALAGRO,Oswal Chemicals & Fertilizers Limited,0.9522272895276437
NSE/BIOCON,Biocon Limited,0.9470033461199108
NSE/BIRLACORPN,Birla Corporation Limited,0.9541771784156582
NSE/BLBLIMITED,BLB Limited,0.9534191345314419
NSE/BLISSGVS,Bliss GVS Pharma Limited,0.9412997924727106
NSE/BLKASHYAP,B. L. Kashyap and Sons Limited,0.9548290263454664
NSE/BLUECHIP,Blue Chip India Limited,0.953967893683022
NSE/BLUEDART,Blue Dart Express Limited,0.9558069156978742
NSE/BLUESTARCO,Blue Star Limited,0.952419921872691
NSE/BODALCHEM,Bodal Chemicals Limited,0.9503421648028919
NSE/BOMDYEING,Bombay Dyeing & Mfg Company Limited,0.9580168253202874
NSE/BOSCHLTD,Bosch Limited,0.9591080362227278
NSE/BPCL,Bharat Petroleum Corporation Limited,0.9553372303499655
NSE/BPL,BPL Limited,0.9586788798253738
NSE/BRFL,Bombay Rayon Fashions Limited,0.9475629015503152
NSE/BRIGADE,Brigade Enterprises Limited,0.9481415573309091
NSE/BRITANNIA,Britannia Industries Limited,0.9484933007466302
NSE/BROOKS,Brooks Laboratories Limited,0.9599013159356843
NSE/BSELINFRA,BSEL Infrastructure Realty Limited,0.9616971335022265
NSE/BSL,BSL Limited,0.9500078956243287
NSE/BVCL,Barak Valley Cements Limited,0.9503257907422648
NSE/CADILAHC,Cadila Healthcare Limited,0.9473103899660005
NSE/CALSOFT,California Software Company Limited,0.9484837784745342
NSE/CANBK,Canara Bank,0.9440936903653829
NSE/CANDC,C & C Constructions Limited,0.9592475720104092
NSE/CANFINHOME,Can Fin Homes Limited,0.9569673877141772
NSE/CANTABIL,Cantabil Retail India Limited,0.9456764319905874
NSE/CARBORUNIV,Carborundum Universal Limited,0.959028452845832
NSE/CCCL,Consolidated Construction Consortium Limited,0.9582436637770958
NSE/CCL,CCL Products (India) Limited,0.9509179448077741
NSE/CEATLTD,CEAT Limited,0.9572777644096803
NSE/CEBBCO,Commercial Engineers & Body Builders Co Limited,0.9466423876410779
NSE/CELEBRITY,Celebrity Fashions Limited,0.9608841527993447
NSE/CELESTIAL,Celestial Biolabs Limited,0.9487478367053429
NSE/CENTENKA,Century Enka Limited,0.9538785320967325
NSE/CENTEXT,Century Extrusions Limited,0.9440210797264177
NSE/CENTRALBK,Central Bank of India,0.9592623078745094
NSE/CENTUM,Centum Electronics Limited,0.9583154714295021
NSE/CENTURYPLY,Century Plyboards (India) Limited,0.9536161145967712
NSE/CENTURYTEX,Century Textiles & Industries Limited,0.9507055988475229
NSE/CERA,Cera Sanitaryware Limited,0.951766743973128
NSE/CESC,CESC Limited,0.9440674824703457
NSE/CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,0.9592509356953188
NSE/CHENNPETRO,Chennai Petroleum Corporation Limited,0.9476260588424615
NSE/CHOLAFIN,Cholamandalam Investment and Finance Company Limited,0.953116812871737
NSE/CIMMCO,Cimmco Limited,0.95914595786525
NSE/CINEVISTA,Cinevista Limited,0.9511660625603306
NSE/CIPLA,Cipla Limited,0.9477198889643071
NSE/CLNINDIA,Clariant Chemicals (India) Limited,0.9596230936742554
NSE/COALINDIA,Coal India Limited,0.9557136163683684
NSE/COLPAL,Colgate Palmolive (India) Limited,0.9631971609466353
NSE/CONCOR,Container Corporation of India Limited,0.9457291601434498
NSE/CONSOFINVT,Consolidated Finvest & Holdings Limited,0.9527203659103508
NSE/CORDSCABLE,Cords Cable Industries Limited,0.9474448966242197
NSE/COROMANDEL,Coromandel International Limited,0.9599124579706348
NSE/CORPBANK,Corporation Bank,0.9555498676801768
NSE/COSMOFILMS,Cosmo Films Limited,0.944144611691679
NSE/CRISIL,CRISIL Limited,0.9528717271181829
NSE/CTE,Cambridge Technology Enterprises Limited,0.9540869500694692
NSE/CUB,City Union Bank Limited,0.9449205822725463
NSE/CUBEXTUB,Cubex Tubings Limited,0.9473860810159435
NSE/CUMMINSIND,Cummins India Limited,0.954972659108517
NSE/CYBERMEDIA,Cyber Media (India) Limited,0.9487652290881121
NSE/CYBERTECH,Cybertech Systems And Software Limited,0.9524239647268464
NSE/DAAWAT,LT Foods Limited,0.9541698105061558
NSE/DABUR,Dabur India Limited,0.9555372054233945
NSE/DALMIASUG,Dalmia Bharat Sugar and Industries Limited,0.9505900867869579
NSE/DATAMATICS,Datamatics Global Services Limited,0.9582209764073977
NSE/DBCORP,D.B.Corp Limited,0.9546601819760436
NSE/DBREALTY,D B Realty Limited,0.9608924821346541
NSE/DCM,DCM Limited,0.9458277060741694
NSE/DCW,DCW Limited,0.9626634471963781
NSE/DECCANCE,Deccan Cements Limited,0.9625175492133207
NSE/DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,0.9462778807647162
NSE/DEEPAKNTR,Deepak Nitrite Limited,0.9417879449328044
NSE/DEEPIND,Deep Industries Limited,0.9575601280616814
NSE/DELTACORP,Delta Corp Limited,0.9560101646250602
NSE/DELTAMAGNT,Delta Magnets Limited,0.9650396840149594
NSE/DEN,Den Networks Limited,0.9579168695348809
NSE/DENABANK,Dena Bank,0.9530106813636883
NSE/DENORA,De Nora India Limited,0.9546670335462829
NSE/DHAMPURSUG,Dhampur Sugar Mills Limited,0.9435884548526853
NSE/DHANBANK,Dhanlaxmi Bank Limited,0.9537185950488266
NSE/DHANUKA,Dhanuka Agritech Limited,0.9573342278102717
NSE/DHARSUGAR,Dharani Sugars & Chemicals Limited,0.9538577052814817
NSE/DIAPOWER,Diamond Power Infra Ltd,0.944044844880115
NSE/DICIND,DIC India Limited,0.9509292730946067
NSE/DISHTV,Dish TV India Limited,0.9491656164980078
NSE/DIVISLAB,Divi's Laboratories Limited,0.9639853758321394
NSE/DLF,DLF Limited,0.9493952869324725
NSE/DLINKINDIA,D-Link (India) Limited,0.9559224050074516
NSE/DOLPHINOFF,Dolphin Offshore Enterprises (India) Limited,0.9550186740354362
NSE/DONEAR,Donear Industries Limited,0.9494519534302275
NSE/DPSCLTD,DPSC Limited,0.9537339016164347
NSE/DQE,DQ Entertainment (International) Limited,0.9546363002504701
NSE/DREDGECORP,Dredging Corporation of India Limited,0.9602173713780078
NSE/DRREDDY,Dr. Reddy's Laboratories Limited,0.9560516637302047
NSE/DWARKESH,Dwarikesh Sugar Industries Limited,0.9412081214633271
NSE/DYNAMATECH,Dynamatic Technologies Limited,0.9512468231818305
NSE/EASTSILK,Eastern Silk Industries Limited,0.954806100932224
NSE/ECEIND,ECE Industries Limited,0.9459852534198324
NSE/ECLERX,eClerx Services Limited,0.9511442244029812
NSE/EDELWEISS,Edelweiss Financial Services Limited,0.9497529873379629
NSE/EDL,Empee Distilleries Limited,0.9481742459297451
NSE/EDUCOMP,Educomp Solutions Limited,0.9504360449472098
NSE/EICHERMOT,Eicher Motors Limited,0.9429345143319738
NSE/EIDPARRY,EID Parry India Limited,0.9585456015102831
NSE/EIHAHOTELS,EIH Associated Hotels Limited,0.949234905781847
NSE/EIHOTEL,EIH Limited,0.9563875293468663
NSE/EIMCOELECO,Eimco Elecon (India) Limited,0.9525141607072732
NSE/EKC,Everest Kanto Cylinder Limited,0.9548879575394239
NSE/ELECON,Elecon Engineering Company Limited,0.9497483195476537
NSE/ELECTCAST,Electrosteel Castings Limited,0.9590098249981839
NSE/ELGIEQUIP,Elgi Equipments Limited,0.9538779932854291
NSE/EMAMIINFRA,Emami Infrastructure Limited,0.9512955380813091
NSE/EMAMILTD,Emami Limited,0.9578848056724619
NSE/EMCO,Emco Limited,0.9558343739414971
NSE/EMKAY,Emkay Global Financial Services Limited,0.9442551026816518
NSE/EMMBI,Emmbi Industries Limited,0.9454413987135304
NSE/ENERGYDEV,Energy Development Company Limited,0.9468395911668169
NSE/ENGINERSIN,Engineers India Limited,0.9503607707512021
NSE/ENIL,Entertainment Network (India) Limited,0.9579614607469148
NSE/EROSMEDIA,Eros International Media Limited,0.9517859646689517
NSE/ESABINDIA,Esab India Limited,0.9486311125996453
NSE/ESCORTS,Escorts Limited,0.9551501861310326
NSE/ESL,Electrosteel Steels Limited,0.9521441531484338
NSE/ESSDEE,Ess Dee Aluminium Limited,0.9550131167503584
NSE/ESSELPACK,Essel Propack Limited,0.9423031699079734
NSE/ESTER,Ester Industries Limited,0.957195243145012
NSE/EUROTEXIND,Eurotex Industries and Exports Limited,0.9455727591804541
NSE/EVEREADY,Eveready Industries India Limited,0.9417202569124355
NSE/EVERESTIND,Everest Industries Limited,0.9551826124553944
NSE/EXCELCROP,Excel Crop Care Limited,0.9474078769153249
NSE/EXCELINDUS,Excel Industries Limited,0.9510379679111803
NSE/EXIDEIND,Exide Industries Limited,0.9479765410054349
NSE/FACT,Fertilizers and Chemicals Travancore Limited,0.9527695356665813
NSE/FCSSOFT,FCS Software Solutions Limited,0.9554173383113161
NSE/FDC,FDC Limited,0.9542772153111655
NSE/FEDERALBNK,The Federal Bank Limited,0.9539699725265027
NSE/FIEMIND,Fiem Industries Limited,0.949974652488219
NSE/FILATEX,Filatex India Limited,0.9506092400985026
NSE/FINCABLES,Finolex Cables Limited,0.9579519954206198
NSE/FINPIPE,Finolex Industries Limited,0.9515160864637807
NSE/FIRSTWIN,First Winner Industries Limited,0.9465257163843536
NSE/FLEXITUFF,Flexituff International Limited,0.9515063987256843
NSE/FMGOETZE,Federal-Mogul Goetze (India) Limited.,0.9596727221952561
NSE/FORTIS,Fortis Healthcare Limited,0.9501355268402594
NSE/FOSECOIND,Foseco India Limited,0.9555038364515847
NSE/FSL,Firstsource Solutions Limited,0.9519100536389462
NSE/GABRIEL,Gabriel India Limited,0.9540654337185441
NSE/GAEL,Gujarat Ambuja Exports Limited,0.9569327072313616
NSE/GAIL,GAIL (India) Limited,0.9507008761873585
NSE/GAL,Gyscoal Alloys Limited,0.9463722901923401
NSE/GALLANTT,Gallantt Metal Limited,0.9628643401794935
NSE/GAMMNINFRA,Gammon Infrastructure Projects Limited,0.9599091936511535
NSE/GANDHITUBE,Gandhi Special Tubes Limited,0.9580268855481927
NSE/GANESHHOUC,Ganesh Housing Corporation Limited,0.9450066884876059
NSE/GARDENSILK,Garden Silk Mills Limited,0.9469049166073099
NSE/GARWALLROP,Garware Wall Ropes Limited,0.9497442284639344
NSE/GATI,GATI Limited,0.9521894253971486
NSE/GAYAPROJ,Gayatri Projects Limited,0.9530250213721927
NSE/GDL,Gateway Distriparks Limited,0.9572917339300957
NSE/GEECEE,GeeCee Ventures Limited,0.9635458538275612
NSE/GEMINI,Gemini Communication Limited,0.9498829630579331
NSE/GENESYS,Genesys International Corporation Limited,0.9537585320002726
NSE/GENUSPOWER,Genus Power Infrastructures Limited,0.9528976820741487
NSE/GESHIP,The Great Eastern Shipping Company Limited,0.9500208557169438
NSE/GHCL,GHCL Limited,0.9423356951960288
NSE/GICHSGFIN,GIC Housing Finance Limited,0.9562950960743172
NSE/GILLANDERS,Gillanders Arbuthnot & Company Limited,0.9506150815214324
NSE/GILLETTE,Gillette India Limited,0.9551198069709186
NSE/GINNIFILA,Ginni Filaments Limited,0.9490036724699419
NSE/GIPCL,Gujarat Industries Power Company Limited,0.9409261122636814
NSE/GITANJALI,Gitanjali Gems Limited,0.9537754345189251
NSE/GKWLIMITED,GKW Limited,0.9568916250807914
NSE/GLAXO,GlaxoSmithKline Pharmaceuticals Limited,0.9535712090440737
NSE/GLENMARK,Glenmark Pharmaceuticals Limited,0.9570367148064994
NSE/GLOBALVECT,Global Vectra Helicorp Limited,0.9525723739489056
NSE/GLOBOFFS,Global Offshore Services Limited,0.9559357141221462
NSE/GLOBUSSPR,Globus Spirits Limited,0.9569662583649212
NSE/GMBREW,GM Breweries Limited,0.9629912188251112
NSE/GMDCLTD,Gujarat Mineral Development Corporation Limited,0.9555393524800362
NSE/GMRINFRA,GMR Infrastructure Limited,0.9521712892278996
NSE/GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,0.9610623478935918
NSE/GOACARBON,Goa Carbon Limited,0.9523824330256891
NSE/GODFRYPHLP,Godfrey Phillips India Limited,0.9439610246781597
NSE/GODREJCP,Godrej Consumer Products Limited,0.9556898034168568
NSE/GODREJIND,Godrej Industries Limited,0.9522379043104515
NSE/GODREJPROP,Godrej Properties Limited,0.9564726204086014
NSE/GOENKA,Goenka Diamond and Jewels Limited,0.9573288416624194
NSE/GOKEX,Gokaldas Exports Limited,0.9570908269327487
NSE/GOKUL,Gokul Refoils and Solvent Limited,0.9526704885852371
NSE/GOLDIAM,Goldiam International Limited,0.9548081888781753
NSE/GOLDINFRA,Goldstone Infratech Limited,0.9579863323301623
NSE/GOLDTECH,Goldstone Technologies Limited,0.960453125827003
NSE/GPIL,Godawari Power And Ispat limited,0.9535755718914701
NSE/GPPL,Gujarat Pipavav Port Limited,0.9553021047246378
NSE/GRANULES,Granules India Limited,0.9475134657007385
NSE/GRAPHITE,Graphite India Limited,0.9554742048081463
NSE/GRASIM,Grasim Industries Limited,0.9497326547719981
NSE/GRAVITA,Gravita India Limited,0.9622922979748177
NSE/GREAVESCOT,Greaves Cotton Limited,0.9493943477693672
NSE/GREENPLY,Greenply Industries Limited,0.9520146187230111
NSE/GREENPOWER,Orient Green Power Company Limited,0.9532777248504732
NSE/GRINDWELL,Grindwell Norton Limited,0.9536242154027976
NSE/GRUH,Gruh Finance Limited,0.9596770674379788
NSE/GSFC,Gujarat State Fertilizers & Chemicals Limited,0.9572462144162434
NSE/GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,0.9584850039399907
NSE/GSPL,Gujarat State Petronet Limited,0.9493326993728914
NSE/GSS,GSS Infotech Limited,0.9475783647636515
NSE/GTL,GTL Limited,0.9503645852844993
NSE/GTLINFRA,GTL Infrastructure Limited,0.9520258740443807
NSE/GTNIND,GTN Industries Limited,0.9528702033712134
NSE/GTNTEX,GTN Textiles Limited,0.9444163471346464
NSE/GUFICBIO,Gufic Biosciences Limited,0.9569388088802268
NSE/GUJALKALI,Gujarat Alkalies and Chemicals Limited,0.951636420324479
NSE/GUJAPOLLO,Gujarat Apollo Industries Limited,0.9530018270939838
NSE/GUJFLUORO,Gujarat Fluorochemicals Limited,0.9571647184293427
NSE/GVKPIL,GVK Power & Infrastructure Limited,0.9499595153895435
NSE/HANUNG,Hanung Toys and Textiles Limited,0.9625981332383339
NSE/HARITASEAT,Harita Seating Systems Limited,0.9556003412950542
NSE/HARRMALAYA,Harrisons Malayalam Limited,0.9526746761248386
NSE/HATHWAY,Hathway Cable & Datacom Limited,0.9549770883324848
NSE/HAVELLS,Havells India Limited,0.9440193771248571
NSE/HBLPOWER,HBL Power Systems Limited,0.9510856229050221
NSE/HCC,Hindustan Construction Company Limited,0.9533045125278489
NSE/HCL_INSYS,HCL Infosystems Limited,0.9602929452566695
NSE/HCLTECH,HCL Technologies Limited,0.9597200149617137
NSE/HDFC,Housing Development Finance Corporation Limited,0.9475278724537919
NSE/HDFCBANK,HDFC Bank Limited,0.956810264487215
NSE/HDIL,Housing Development and Infrastructure Limited,0.9473622594768949
NSE/HEG,HEG Limited,0.9528231204886277
NSE/HEIDELBERG,HeidelbergCement India Limited,0.9534374381255386
NSE/HERCULES,Hercules Hoists Limited,0.9461726002212659
NSE/HERITGFOOD,Heritage Foods Limited,0.953710432502103
NSE/HEROMOTOCO,Hero MotoCorp Limited,0.9534716457207109
NSE/HEXAWARE,Hexaware Technologies Limited,0.953125756614178
NSE/HFCL,Himachal Futuristic Communications Limited,0.9535956050550337
NSE/HIKAL,Hikal Limited,0.9536338176998914
NSE/HILTON,Hilton Metal Forging Limited,0.95211944556482
NSE/HIMATSEIDE,Himatsingka Seide Limited,0.9521952807327577
NSE/HINDALCO,Hindalco Industries Limited,0.9608436464940276
NSE/HINDCOMPOS,Hindustan Composites Limited,0.9497000167099101
NSE/HINDCOPPER,Hindustan Copper Limited,0.9537554389659443
NSE/HINDDORROL,Hindustan Dorr-Oliver Limited,0.9494582679778812
NSE/HINDMOTORS,Hindustan Motors Limited,0.9598751138790313
NSE/HINDNATGLS,Hindusthan National Glass & Industries Limited,0.9602313031732583
NSE/HINDOILEXP,Hindustan Oil Exploration Company Limited,0.9575980499005439
NSE/HINDPETRO,Hindustan Petroleum Corporation Limited,0.9651478834883284
NSE/HINDSYNTEX,Hind Syntex Limited,0.9572651627117698
NSE/HINDUJAVEN,Hinduja Ventures Limited,0.9524246822438497
NSE/HINDUNILVR,Hindustan Unilever Limited,0.9493668813878056
NSE/HINDZINC,Hindustan Zinc Limited,0.9578497564063703
NSE/HIRECT,Hind Rectifiers Limited,0.9510964999734934
NSE/HITECHGEAR,The Hi-Tech Gears Limited,0.9618653998253013
NSE/HMT,HMT Limited,0.95630323650552
NSE/HMVL,Hindustan Media Ventures Limited,0.9584994361165502
NSE/HONAUT,Honeywell Automation India Limited,0.9547628014479138
NSE/HONDAPOWER,Honda Siel Power Products Limited,0.9582576243945277
NSE/HOTELEELA,Hotel Leela Venture Limited,0.937157517882221
NSE/HOVS,HOV Services Limited,0.9510054792859165
NSE/HSIL,HSIL Limited,0.9463772322094588
NSE/HTMEDIA,HT Media Limited,0.9639864156965409
NSE/IBREALEST,Indiabulls Real Estate Limited,0.9579759389489099
NSE/ICICIBANK,ICICI Bank Limited,0.9525907925366053
NSE/ICIL,Indo Count Industries Limited,0.9497639620143066
NSE/ICRA,ICRA Limited,0.9577712155548623
NSE/IDBI,IDBI Bank Limited,0.9618389565401668
NSE/IDEA,Idea Cellular Limited,0.9542978422953989
NSE/IDFC,IDFC Limited,0.9449365009315487
NSE/IFBIND,IFB Industries Limited,0.955697048703775
NSE/IFCI,IFCI Limited,0.9569903839512789
NSE/IGARASHI,Igarashi Motors India Limited,0.9517962612241448
NSE/IGL,Indraprastha Gas Limited,0.9499887638375321
NSE/IGPL,IG Petrochemicals Limited,0.9467033901056529
NSE/IITL,Industrial Investment Trust Limited,0.9584869541004443
NSE/IMFA,Indian Metals & Ferro Alloys Limited,0.9567534915508331
NSE/IMPAL,India Motor Parts and Accessories Limited,0.9558631689148721
NSE/IMPEXFERRO,Impex Ferro Tech Limited,0.9560618112201419
NSE/INDBANK,Indbank Merchant Banking Services Limited,0.9436537471649679
NSE/INDHOTEL,The Indian Hotels Company Limited,0.9566234047370732
NSE/INDIACEM,The India Cements Limited,0.9568895926226165
NSE/INDIAGLYCO,India Glycols Limited,0.9600898246524459
NSE/INDIANB,Indian Bank,0.9553914774607462
NSE/INDIANCARD,Indian Card Clothing Company Limited,0.9511699369234895
NSE/INDIANHUME,Indian Hume Pipe Company Limited,0.9492483559839977
